frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
720,7/10/17 15:14,15:14:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,8970,10785,,,,,1725,9240,10485,10785,1725,9240,10485,10785,500,745,1181,1180,500,745,1028,1180
721,7/10/17 15:15,15:15:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,8985,10800,,,,,1725,9240,10500,10800,1725,9240,10500,10800,500,745,1181,1180,500,745,1028,1180
722,7/10/17 15:15,15:15:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9000,10815,,,,,1725,9240,10515,10815,1725,9240,10515,10815,500,745,1181,1180,500,745,1028,1180
723,7/10/17 15:15,15:15:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9015,10830,,,,,1725,9240,10530,10830,1725,9240,10530,10830,500,745,1181,1180,500,745,1028,1180
724,7/10/17 15:15,15:15:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9030,10845,,,,,1725,9240,10545,10845,1725,9240,10545,10845,500,745,1181,1180,500,745,1028,1180
725,7/10/17 15:16,15:16:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9045,10860,,,,,1725,9240,10560,10860,1725,9240,10560,10860,500,745,1181,1180,500,745,1028,1180
726,7/10/17 15:16,15:16:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9060,10875,,,,,1725,9240,10575,10875,1725,9240,10575,10875,500,745,1181,1180,500,745,1028,1180
727,7/10/17 15:16,15:16:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9075,10890,,,,,1725,9240,10590,10890,1725,9240,10590,10890,500,745,1181,1180,500,745,1028,1180
728,7/10/17 15:16,15:16:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9090,10905,,,,,1725,9240,10605,10905,1725,9240,10605,10905,500,745,1181,1180,500,745,1028,1180
729,7/10/17 15:17,15:17:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9105,10920,,,,,1725,9240,10620,10920,1725,9240,10620,10920,500,745,1181,1180,500,745,1028,1180
730,7/10/17 15:17,15:17:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9120,10935,,,,,1725,9240,10635,10935,1725,9240,10635,10935,500,745,1181,1180,500,745,1028,1180
731,7/10/17 15:17,15:17:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,7,38.31%,61.69%,0.00%,38.31%,0,0,9135,10950,,,,,1725,9240,10650,10950,1725,9240,10650,10950,500,745,1181,1180,500,745,1028,1180
732,7/10/17 15:17,15:17:45,1,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,15,0,9150,10965,,,,,1740,9240,10665,10965,1740,9240,10665,10965,635,745,1181,1180,432,745,1028,1180
733,7/10/17 15:18,15:18:00,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,30,0,9165,10980,,,,,1755,9240,10680,10980,1755,9240,10680,10980,635,745,1181,1180,432,745,1028,1180
734,7/10/17 15:18,15:18:15,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,45,0,9180,10995,,,,,1770,9240,10695,10995,1770,9240,10695,10995,635,745,1181,1180,432,745,1028,1180
735,7/10/17 15:18,15:18:30,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,60,0,9195,11010,,,,,1785,9240,10710,11010,1785,9240,10710,11010,635,745,1181,1180,432,745,1028,1180
736,7/10/17 15:18,15:18:45,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,75,0,9210,11025,,,,,1800,9240,10725,11025,1800,9240,10725,11025,635,745,1181,1180,432,745,1028,1180
737,7/10/17 15:19,15:19:00,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,90,0,9225,11040,,,,,1815,9240,10740,11040,1815,9240,10740,11040,635,745,1181,1180,432,745,1028,1180
738,7/10/17 15:19,15:19:15,0,0,0,0,0,0,0,0,55.10%,0.00%,76.00%,0.63%,32.93%,67.07%,1.32,2.68,3,1,0,8,43.91%,56.09%,0.00%,43.91%,105,0,9240,11055,,,,,1830,9240,10755,11055,1830,9240,10755,11055,635,745,1181,1180,432,745,1028,1180
739,7/10/17 15:19,15:19:30,0,0,0,0,0,0,0,0,84.08%,0.00%,76.00%,0.63%,40.18%,59.82%,1.61,2.39,3,1,0,8,53.57%,46.43%,0.00%,53.57%,120,0,9255,11070,,,,,1845,9240,10770,11070,1845,9240,10770,11070,720,745,1181,1180,514,745,1028,1180
740,7/10/17 15:19,15:19:45,0,0,0,0,1,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9270,11085,120,,,,1845,9240,10785,11085,1845,9240,10785,11085,500,745,1181,1180,500,745,1028,1180
741,7/10/17 15:20,15:20:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9285,11100,,,,,1845,9240,10800,11100,1845,9240,10800,11100,500,745,1181,1180,500,745,1028,1180
742,7/10/17 15:20,15:20:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9300,11115,,,,,1845,9240,10815,11115,1845,9240,10815,11115,500,745,1181,1180,500,745,1028,1180
743,7/10/17 15:20,15:20:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9315,11130,,,,,1845,9240,10830,11130,1845,9240,10830,11130,500,745,1181,1180,500,745,1028,1180
744,7/10/17 15:20,15:20:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9330,11145,,,,,1845,9240,10845,11145,1845,9240,10845,11145,500,745,1181,1180,500,745,1028,1180
745,7/10/17 15:21,15:21:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9345,11160,,,,,1845,9240,10860,11160,1845,9240,10860,11160,500,745,1181,1180,500,745,1028,1180
746,7/10/17 15:21,15:21:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9360,11175,,,,,1845,9240,10875,11175,1845,9240,10875,11175,500,745,1181,1180,500,745,1028,1180
747,7/10/17 15:21,15:21:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9375,11190,,,,,1845,9240,10890,11190,1845,9240,10890,11190,500,745,1181,1180,500,745,1028,1180
748,7/10/17 15:21,15:21:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9390,11205,,,,,1845,9240,10905,11205,1845,9240,10905,11205,500,745,1181,1180,500,745,1028,1180
749,7/10/17 15:22,15:22:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9405,11220,,,,,1845,9240,10920,11220,1845,9240,10920,11220,500,745,1181,1180,500,745,1028,1180
750,7/10/17 15:22,15:22:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9420,11235,,,,,1845,9240,10935,11235,1845,9240,10935,11235,500,745,1181,1180,500,745,1028,1180
751,7/10/17 15:22,15:22:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9435,11250,,,,,1845,9240,10950,11250,1845,9240,10950,11250,500,745,1181,1180,500,745,1028,1180
752,7/10/17 15:22,15:22:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9450,11265,,,,,1845,9240,10965,11265,1845,9240,10965,11265,500,745,1181,1180,500,745,1028,1180
753,7/10/17 15:23,15:23:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9465,11280,,,,,1845,9240,10980,11280,1845,9240,10980,11280,500,745,1181,1180,500,745,1028,1180
754,7/10/17 15:23,15:23:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9480,11295,,,,,1845,9240,10995,11295,1845,9240,10995,11295,500,745,1181,1180,500,745,1028,1180
755,7/10/17 15:23,15:23:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9495,11310,,,,,1845,9240,11010,11310,1845,9240,11010,11310,500,745,1181,1180,500,745,1028,1180
756,7/10/17 15:23,15:23:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9510,11325,,,,,1845,9240,11025,11325,1845,9240,11025,11325,500,745,1181,1180,500,745,1028,1180
757,7/10/17 15:24,15:24:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9525,11340,,,,,1845,9240,11040,11340,1845,9240,11040,11340,500,745,1181,1180,500,745,1028,1180
758,7/10/17 15:24,15:24:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9540,11355,,,,,1845,9240,11055,11355,1845,9240,11055,11355,500,745,1181,1180,500,745,1028,1180
759,7/10/17 15:24,15:24:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9555,11370,,,,,1845,9240,11070,11370,1845,9240,11070,11370,500,745,1181,1180,500,745,1028,1180
760,7/10/17 15:24,15:24:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9570,11385,,,,,1845,9240,11085,11385,1845,9240,11085,11385,500,745,1181,1180,500,745,1028,1180
761,7/10/17 15:25,15:25:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9585,11400,,,,,1845,9240,11100,11400,1845,9240,11100,11400,500,745,1181,1180,500,745,1028,1180
762,7/10/17 15:25,15:25:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9600,11415,,,,,1845,9240,11115,11415,1845,9240,11115,11415,500,745,1181,1180,500,745,1028,1180
763,7/10/17 15:25,15:25:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9615,11430,,,,,1845,9240,11130,11430,1845,9240,11130,11430,500,745,1181,1180,500,745,1028,1180
764,7/10/17 15:25,15:25:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9630,11445,,,,,1845,9240,11145,11445,1845,9240,11145,11445,500,745,1181,1180,500,745,1028,1180
765,7/10/17 15:26,15:26:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9645,11460,,,,,1845,9240,11160,11460,1845,9240,11160,11460,500,745,1181,1180,500,745,1028,1180
766,7/10/17 15:26,15:26:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9660,11475,,,,,1845,9240,11175,11475,1845,9240,11175,11475,500,745,1181,1180,500,745,1028,1180
767,7/10/17 15:26,15:26:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.00%,0.63%,19.16%,80.84%,0.77,3.23,2,1,0,8,38.31%,61.69%,0.00%,38.31%,0,0,9675,11490,,,,,1845,9240,11190,11490,1845,9240,11190,11490,500,745,1181,1180,500,745,1028,1180
768,7/10/17 15:26,15:26:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9690,0,,,,11490,1845,9240,11205,11490,1845,9240,11205,11490,500,745,1179,1180,500,745,1028,1180
769,7/10/17 15:27,15:27:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9705,0,,,,,1845,9240,11220,11490,1845,9240,11220,11490,500,745,1179,1180,500,745,1028,1180
770,7/10/17 15:27,15:27:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9720,0,,,,,1845,9240,11235,11490,1845,9240,11235,11490,500,745,1179,1180,500,745,1028,1180
771,7/10/17 15:27,15:27:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9735,0,,,,,1845,9240,11250,11490,1845,9240,11250,11490,500,745,1179,1180,500,745,1028,1180
772,7/10/17 15:27,15:27:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9750,0,,,,,1845,9240,11265,11490,1845,9240,11265,11490,500,745,1179,1180,500,745,1028,1180
773,7/10/17 15:28,15:28:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9765,0,,,,,1845,9240,11280,11490,1845,9240,11280,11490,500,745,1179,1180,500,745,1028,1180
774,7/10/17 15:28,15:28:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9780,0,,,,,1845,9240,11295,11490,1845,9240,11295,11490,500,745,1179,1180,500,745,1028,1180
775,7/10/17 15:28,15:28:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,8,75.50%,24.50%,0.00%,75.50%,0,0,9795,0,,,,,1845,9240,11310,11490,1845,9240,11310,11490,500,745,1179,1180,500,745,1028,1180
776,7/10/17 15:28,15:28:45,1,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,15,0,9810,0,,,,,1860,9240,11325,11490,1860,9240,11325,11490,706,745,1179,1180,484,745,1028,1180
777,7/10/17 15:29,15:29:00,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,30,0,9825,0,,,,,1875,9240,11340,11490,1875,9240,11340,11490,706,745,1179,1180,484,745,1028,1180
778,7/10/17 15:29,15:29:15,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,45,0,9840,0,,,,,1890,9240,11355,11490,1890,9240,11355,11490,706,745,1179,1180,484,745,1028,1180
779,7/10/17 15:29,15:29:30,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,60,0,9855,0,,,,,1905,9240,11370,11490,1905,9240,11370,11490,706,745,1179,1180,484,745,1028,1180
780,7/10/17 15:29,15:29:45,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,75,0,9870,0,,,,,1920,9240,11385,11490,1920,9240,11385,11490,706,745,1179,1180,484,745,1028,1180
781,7/10/17 15:30,15:30:00,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,90,0,9885,0,,,,,1935,9240,11400,11490,1935,9240,11400,11490,706,745,1179,1180,484,745,1028,1180
782,7/10/17 15:30,15:30:15,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,105,0,9900,0,,,,,1950,9240,11415,11490,1950,9240,11415,11490,706,745,1179,1180,484,745,1028,1180
783,7/10/17 15:30,15:30:30,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,120,0,9915,0,,,,,1965,9240,11430,11490,1965,9240,11430,11490,706,745,1179,1180,484,745,1028,1180
784,7/10/17 15:30,15:30:45,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,135,0,9930,0,,,,,1980,9240,11445,11490,1980,9240,11445,11490,706,745,1179,1180,484,745,1028,1180
785,7/10/17 15:31,15:31:00,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,150,0,9945,0,,,,,1995,9240,11460,11490,1995,9240,11460,11490,706,745,1179,1180,484,745,1028,1180
786,7/10/17 15:31,15:31:15,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,165,0,9960,0,,,,,2010,9240,11475,11490,2010,9240,11475,11490,706,745,1179,1180,484,745,1028,1180
787,7/10/17 15:31,15:31:30,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,180,0,9975,0,,,,,2025,9240,11490,11490,2025,9240,11490,11490,706,745,1179,1180,484,745,1028,1180
788,7/10/17 15:31,15:31:45,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,195,0,9990,0,,,,,2040,9240,11505,11490,2040,9240,11505,11490,706,745,1179,1180,484,745,1028,1180
789,7/10/17 15:32,15:32:00,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,210,0,10005,0,,,,,2055,9240,11520,11490,2055,9240,11520,11490,706,745,1179,1180,484,745,1028,1180
790,7/10/17 15:32,15:32:15,0,0,0,0,0,0,0,0,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,9,79.79%,20.21%,0.00%,79.79%,225,0,10020,0,,,,,2070,9240,11535,11490,2070,9240,11535,11490,706,745,1179,1180,484,745,1028,1180
791,7/10/17 15:32,15:32:30,0,0,0,0,1,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10035,0,225,,,,2070,9240,11550,11490,2070,9240,11550,11490,500,745,1179,1180,500,745,1028,1180
792,7/10/17 15:32,15:32:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10050,0,,,,,2070,9240,11565,11490,2070,9240,11565,11490,500,745,1179,1180,500,745,1028,1180
793,7/10/17 15:33,15:33:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10065,0,,,,,2070,9240,11580,11490,2070,9240,11580,11490,500,745,1179,1180,500,745,1028,1180
794,7/10/17 15:33,15:33:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10080,0,,,,,2070,9240,11595,11490,2070,9240,11595,11490,500,745,1179,1180,500,745,1028,1180
795,7/10/17 15:33,15:33:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10095,0,,,,,2070,9240,11610,11490,2070,9240,11610,11490,500,745,1179,1180,500,745,1028,1180
796,7/10/17 15:33,15:33:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10110,0,,,,,2070,9240,11625,11490,2070,9240,11625,11490,500,745,1179,1180,500,745,1028,1180
797,7/10/17 15:34,15:34:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10125,0,,,,,2070,9240,11640,11490,2070,9240,11640,11490,500,745,1179,1180,500,745,1028,1180
798,7/10/17 15:34,15:34:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10140,0,,,,,2070,9240,11655,11490,2070,9240,11655,11490,500,745,1179,1180,500,745,1028,1180
799,7/10/17 15:34,15:34:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10155,0,,,,,2070,9240,11670,11490,2070,9240,11670,11490,500,745,1179,1180,500,745,1028,1180
800,7/10/17 15:34,15:34:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10170,0,,,,,2070,9240,11685,11490,2070,9240,11685,11490,500,745,1179,1180,500,745,1028,1180
801,7/10/17 15:35,15:35:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10185,0,,,,,2070,9240,11700,11490,2070,9240,11700,11490,500,745,1179,1180,500,745,1028,1180
802,7/10/17 15:35,15:35:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10200,0,,,,,2070,9240,11715,11490,2070,9240,11715,11490,500,745,1178,1180,500,745,1028,1180
803,7/10/17 15:35,15:35:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10215,0,,,,,2070,9240,11730,11490,2070,9240,11730,11490,500,745,1178,1180,500,745,1028,1180
