frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
804,7/10/17 15:35,15:35:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10230,0,,,,,2070,9240,11745,11490,2070,9240,11745,11490,500,745,1178,1180,500,745,1028,1180
805,7/10/17 15:36,15:36:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10245,0,,,,,2070,9240,11760,11490,2070,9240,11760,11490,500,745,1179,1180,500,745,1028,1180
806,7/10/17 15:36,15:36:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10260,0,,,,,2070,9240,11775,11490,2070,9240,11775,11490,500,745,1179,1180,500,745,1028,1180
807,7/10/17 15:36,15:36:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10275,0,,,,,2070,9240,11790,11490,2070,9240,11790,11490,500,745,1178,1180,500,745,1028,1180
808,7/10/17 15:36,15:36:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10290,0,,,,,2070,9240,11805,11490,2070,9240,11805,11490,500,745,1178,1180,500,745,1028,1180
809,7/10/17 15:37,15:37:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10305,0,,,,,2070,9240,11820,11490,2070,9240,11820,11490,500,745,1178,1180,500,745,1028,1180
810,7/10/17 15:37,15:37:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10320,0,,,,,2070,9240,11835,11490,2070,9240,11835,11490,500,745,1178,1180,500,745,1028,1180
811,7/10/17 15:37,15:37:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.00%,0.00%,18.75%,81.25%,0.75,3.25,1,1,0,9,75.00%,25.00%,0.00%,75.00%,0,0,10335,0,,,,,2070,9240,11850,11490,2070,9240,11850,11490,500,745,1178,1180,500,745,1028,1180
812,7/10/17 15:37,15:37:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10350,0,,,,,2070,9240,11865,11490,2070,9240,11865,11490,500,745,1179,1180,500,745,1028,1180
813,7/10/17 15:38,15:38:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10365,0,,,,,2070,9240,11880,11490,2070,9240,11880,11490,500,745,1179,1180,500,745,1028,1180
814,7/10/17 15:38,15:38:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10380,0,,,,,2070,9240,11895,11490,2070,9240,11895,11490,500,745,1179,1180,500,745,1028,1180
815,7/10/17 15:38,15:38:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10395,0,,,,,2070,9240,11910,11490,2070,9240,11910,11490,500,745,1179,1180,500,745,1028,1180
816,7/10/17 15:38,15:38:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10410,0,,,,,2070,9240,11925,11490,2070,9240,11925,11490,500,745,1179,1180,500,745,1028,1180
817,7/10/17 15:39,15:39:00,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10425,0,,,,,2070,9240,11940,11490,2070,9240,11940,11490,500,745,1179,1180,500,745,1028,1180
818,7/10/17 15:39,15:39:15,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10440,0,,,,,2070,9240,11955,11490,2070,9240,11955,11490,500,745,1179,1180,500,745,1028,1180
819,7/10/17 15:39,15:39:30,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10455,0,,,,,2070,9240,11970,11490,2070,9240,11970,11490,500,745,1179,1180,500,745,1028,1180
820,7/10/17 15:39,15:39:45,0,0,0,0,0,0,0,0,0.00%,0.00%,75.50%,0.00%,18.88%,81.13%,0.76,3.25,1,1,0,9,75.50%,24.50%,0.00%,75.50%,0,0,10470,0,,,,,2070,9240,11985,11490,2070,9240,11985,11490,500,745,1179,1180,500,745,1028,1180
821,7/10/17 15:40,15:40:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,9,76.50%,23.50%,0.00%,76.50%,0,0,10485,0,,,,,2070,9240,12000,11490,2070,9240,12000,11490,500,745,1179,1180,500,745,1026,1180
822,7/10/17 15:40,15:40:15,1,0,0,0,0,0,0,0,83.27%,0.00%,76.50%,0.00%,39.94%,60.06%,1.6,2.4,2,1,0,10,79.88%,20.12%,0.00%,79.88%,15,0,10500,0,,,,,2085,9240,12015,11490,2085,9240,12015,11490,704,745,1179,1180,484,745,1026,1180
823,7/10/17 15:40,15:40:30,0,0,0,0,0,0,0,0,83.27%,0.00%,76.50%,0.00%,39.94%,60.06%,1.6,2.4,2,1,0,10,79.88%,20.12%,0.00%,79.88%,30,0,10515,0,,,,,2100,9240,12030,11490,2100,9240,12030,11490,704,745,1179,1180,484,745,1026,1180
824,7/10/17 15:40,15:40:45,0,0,0,0,0,0,0,0,83.27%,0.00%,76.50%,0.00%,39.94%,60.06%,1.6,2.4,2,1,0,10,79.88%,20.12%,0.00%,79.88%,45,0,10530,0,,,,,2115,9240,12045,11490,2115,9240,12045,11490,704,745,1179,1180,484,745,1026,1180
825,7/10/17 15:41,15:41:00,0,0,0,1,0,0,0,0,84.08%,0.00%,78.50%,92.50%,63.77%,36.23%,2.55,1.45,3,1,0,11,85.03%,14.97%,0.00%,85.03%,60,0,10545,15,,,,,2130,9240,12060,11505,2130,9240,12060,11505,706,745,1179,1328,484,745,1026,1176
826,7/10/17 15:41,15:41:15,0,0,0,0,0,0,0,0,84.08%,0.00%,76.50%,88.75%,62.33%,37.67%,2.49,1.51,3,1,0,11,83.11%,16.89%,0.00%,83.11%,75,0,10560,30,,,,,2145,9240,12075,11520,2145,9240,12075,11520,706,745,1179,1323,484,745,1026,1181
827,7/10/17 15:41,15:41:30,0,0,0,0,0,0,0,1,84.08%,0.00%,75.50%,0.00%,39.90%,60.10%,1.6,2.4,2,1,0,11,79.79%,20.21%,0.00%,79.79%,90,0,10575,0,,,,30,2160,9240,12090,11520,2160,9240,12090,11520,706,745,1179,1180,484,745,1028,1180
828,7/10/17 15:41,15:41:45,0,0,0,0,0,0,0,0,84.08%,0.00%,78.50%,0.63%,40.80%,59.20%,1.63,2.37,3,1,0,12,54.40%,45.60%,0.00%,54.40%,105,0,10590,15,,,,,2175,9240,12105,11535,2175,9240,12105,11535,706,745,1181,1180,484,745,1023,1180
829,7/10/17 15:42,15:42:00,0,0,0,0,0,0,0,0,84.08%,0.00%,78.50%,0.63%,40.80%,59.20%,1.63,2.37,3,1,0,12,54.40%,45.60%,0.00%,54.40%,120,0,10605,30,,,,,2190,9240,12120,11550,2190,9240,12120,11550,706,745,1181,1180,484,745,1023,1180
830,7/10/17 15:42,15:42:15,0,0,0,0,1,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10620,45,120,,,,2190,9240,12135,11565,2190,9240,12135,11565,500,745,1181,1180,500,745,1023,1180
831,7/10/17 15:42,15:42:30,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10635,60,,,,,2190,9240,12150,11580,2190,9240,12150,11580,500,745,1181,1180,500,745,1023,1180
832,7/10/17 15:42,15:42:45,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10650,75,,,,,2190,9240,12165,11595,2190,9240,12165,11595,500,745,1181,1180,500,745,1023,1180
833,7/10/17 15:43,15:43:00,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10665,90,,,,,2190,9240,12180,11610,2190,9240,12180,11610,500,745,1181,1180,500,745,1023,1180
834,7/10/17 15:43,15:43:15,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10680,105,,,,,2190,9240,12195,11625,2190,9240,12195,11625,500,745,1181,1180,500,745,1023,1180
835,7/10/17 15:43,15:43:30,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10695,120,,,,,2190,9240,12210,11640,2190,9240,12210,11640,500,745,1181,1180,500,745,1023,1180
836,7/10/17 15:43,15:43:45,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10710,135,,,,,2190,9240,12225,11655,2190,9240,12225,11655,500,745,1181,1180,500,745,1023,1180
837,7/10/17 15:44,15:44:00,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10725,150,,,,,2190,9240,12240,11670,2190,9240,12240,11670,500,745,1181,1180,500,745,1023,1180
838,7/10/17 15:44,15:44:15,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10740,165,,,,,2190,9240,12255,11685,2190,9240,12255,11685,500,745,1181,1180,500,745,1023,1180
839,7/10/17 15:44,15:44:30,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10755,180,,,,,2190,9240,12270,11700,2190,9240,12270,11700,500,745,1181,1180,500,745,1023,1180
840,7/10/17 15:44,15:44:45,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10770,195,,,,,2190,9240,12285,11715,2190,9240,12285,11715,500,745,1181,1180,500,745,1023,1180
841,7/10/17 15:45,15:45:00,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10785,210,,,,,2190,9240,12300,11730,2190,9240,12300,11730,500,745,1181,1180,500,745,1023,1180
842,7/10/17 15:45,15:45:15,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10800,225,,,,,2190,9240,12315,11745,2190,9240,12315,11745,500,745,1181,1180,500,745,1023,1180
843,7/10/17 15:45,15:45:30,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10815,240,,,,,2190,9240,12330,11760,2190,9240,12330,11760,500,745,1181,1180,500,745,1023,1180
844,7/10/17 15:45,15:45:45,0,0,0,0,0,0,0,0,0.00%,0.00%,78.50%,0.63%,19.78%,80.22%,0.79,3.21,2,1,0,12,39.56%,60.44%,0.00%,39.56%,0,0,10830,255,,,,,2190,9240,12345,11775,2190,9240,12345,11775,500,745,1181,1180,500,745,1023,1180
845,7/10/17 15:46,15:46:00,0,0,0,0,0,0,0,0,0.00%,0.00%,79.50%,0.63%,20.03%,79.97%,0.8,3.2,2,1,0,12,40.06%,59.94%,0.00%,40.06%,0,0,10845,270,,,,,2190,9240,12360,11790,2190,9240,12360,11790,500,745,1181,1180,500,745,1021,1180
846,7/10/17 15:46,15:46:15,0,0,0,0,0,0,0,0,0.00%,0.00%,79.50%,0.63%,20.03%,79.97%,0.8,3.2,2,1,0,12,40.06%,59.94%,0.00%,40.06%,0,0,10860,285,,,,,2190,9240,12375,11805,2190,9240,12375,11805,500,745,1181,1180,500,745,1021,1180
847,7/10/17 15:46,15:46:30,0,0,0,0,0,0,0,0,0.00%,0.00%,79.50%,0.63%,20.03%,79.97%,0.8,3.2,2,1,0,12,40.06%,59.94%,0.00%,40.06%,0,0,10875,300,,,,,2190,9240,12390,11820,2190,9240,12390,11820,500,745,1181,1180,500,745,1021,1180
848,7/10/17 15:46,15:46:45,0,0,0,0,0,0,0,0,0.00%,0.00%,79.50%,0.63%,20.03%,79.97%,0.8,3.2,2,1,0,12,40.06%,59.94%,0.00%,40.06%,0,0,10890,315,,,,,2190,9240,12405,11835,2190,9240,12405,11835,500,745,1181,1180,500,745,1021,1180
849,7/10/17 15:47,15:47:00,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10905,0,,,,315,2190,9240,12420,11835,2190,9240,12420,11835,500,745,1176,1180,500,745,1021,1180
850,7/10/17 15:47,15:47:15,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10920,0,,,,,2190,9240,12435,11835,2190,9240,12435,11835,500,745,1176,1180,500,745,1021,1180
851,7/10/17 15:47,15:47:30,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10935,0,,,,,2190,9240,12450,11835,2190,9240,12450,11835,500,745,1176,1180,500,745,1021,1180
852,7/10/17 15:47,15:47:45,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10950,0,,,,,2190,9240,12465,11835,2190,9240,12465,11835,500,745,1176,1180,500,745,1021,1180
853,7/10/17 15:48,15:48:00,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10965,0,,,,,2190,9240,12480,11835,2190,9240,12480,11835,500,745,1176,1180,500,745,1021,1180
854,7/10/17 15:48,15:48:15,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,10980,0,,,,,2190,9240,12495,11835,2190,9240,12495,11835,500,745,1176,1180,500,745,1021,1180
855,7/10/17 15:48,15:48:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,10995,0,,,,,2190,9240,12510,11835,2190,9240,12510,11835,500,745,1176,1180,500,745,1023,1180
856,7/10/17 15:48,15:48:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11010,0,,,,,2190,9240,12525,11835,2190,9240,12525,11835,500,745,1176,1180,500,745,1023,1180
857,7/10/17 15:49,15:49:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11025,0,,,,,2190,9240,12540,11835,2190,9240,12540,11835,500,745,1176,1180,500,745,1023,1180
858,7/10/17 15:49,15:49:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11040,0,,,,,2190,9240,12555,11835,2190,9240,12555,11835,500,745,1176,1180,500,745,1023,1180
859,7/10/17 15:49,15:49:30,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11055,0,,,,,2190,9240,12570,11835,2190,9240,12570,11835,500,745,1176,1180,500,745,1023,1180
860,7/10/17 15:49,15:49:45,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11070,0,,,,,2190,9240,12585,11835,2190,9240,12585,11835,500,745,1176,1180,500,745,1023,1180
861,7/10/17 15:50,15:50:00,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11085,0,,,,,2190,9240,12600,11835,2190,9240,12600,11835,500,745,1176,1180,500,745,1023,1180
862,7/10/17 15:50,15:50:15,0,0,0,0,0,0,0,0,0.00%,0.00%,76.50%,0.00%,19.13%,80.88%,0.77,3.24,1,1,0,12,76.50%,23.50%,0.00%,76.50%,0,0,11100,0,,,,,2190,9240,12615,11835,2190,9240,12615,11835,500,745,1176,1180,500,745,1023,1180
863,7/10/17 15:50,15:50:30,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,11115,0,,,,,2190,9240,12630,11835,2190,9240,12630,11835,500,745,1176,1180,500,745,1021,1180
864,7/10/17 15:50,15:50:45,0,0,0,0,0,0,0,0,0.00%,0.00%,77.50%,0.00%,19.38%,80.63%,0.78,3.23,1,1,0,12,77.50%,22.50%,0.00%,77.50%,0,0,11130,0,,,,,2190,9240,12645,11835,2190,9240,12645,11835,500,745,1176,1180,500,745,1021,1180
865,7/10/17 15:51,15:51:00,0,0,0,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,12,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,11130,,2190,9240,12645,11835,2190,9240,12645,11835,500,745,980,1180,500,745,980,1180
866,7/10/17 15:51,15:51:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,12,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,2190,9240,12645,11835,2190,9240,12645,11835,500,745,980,1180,500,745,980,1180
867,7/10/17 15:51,15:51:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,12,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,2190,9240,12645,11835,2190,9240,12645,11835,500,745,980,1180,500,745,980,1180
868,7/10/17 15:51,15:51:45,0,1,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,13,85.11%,14.89%,0.00%,85.11%,0,15,0,0,,,,,2190,9255,12645,11835,2190,9255,12645,11835,500,973,980,1180,500,773,980,1180
869,7/10/17 15:52,15:52:00,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,13,85.11%,14.89%,0.00%,85.11%,0,30,0,0,,,,,2190,9270,12645,11835,2190,9270,12645,11835,500,973,980,1180,500,773,980,1180
870,7/10/17 15:52,15:52:15,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,13,85.11%,14.89%,0.00%,85.11%,0,45,0,0,,,,,2190,9285,12645,11835,2190,9285,12645,11835,500,973,980,1180,500,773,980,1180
871,7/10/17 15:52,15:52:30,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,13,85.11%,14.89%,0.00%,85.11%,0,60,0,0,,,,,2190,9300,12645,11835,2190,9300,12645,11835,500,973,980,1180,500,773,980,1180
872,7/10/17 15:52,15:52:45,1,0,0,0,0,0,0,0,84.08%,85.11%,0.00%,0.00%,42.30%,57.70%,1.69,2.31,2,1,0,14,84.59%,15.41%,0.00%,84.59%,15,75,0,0,,,,,2205,9315,12645,11835,2205,9315,12645,11835,706,973,980,1180,484,773,980,1180
873,7/10/17 15:53,15:53:00,0,0,0,0,0,0,0,0,100.00%,49.79%,0.00%,0.00%,37.45%,62.55%,1.5,2.5,2,1,0,14,74.89%,25.11%,0.00%,74.89%,30,90,0,0,,,,,2220,9330,12645,11835,2220,9330,12645,11835,706,862,980,1180,484,675,980,1180
874,7/10/17 15:53,15:53:15,0,0,0,0,0,0,0,0,84.08%,85.11%,0.00%,0.00%,42.30%,57.70%,1.69,2.31,2,1,0,14,84.59%,15.41%,0.00%,84.59%,45,105,0,0,,,,,2235,9345,12645,11835,2235,9345,12645,11835,706,973,980,1180,484,773,980,1180
875,7/10/17 15:53,15:53:30,0,0,0,0,0,0,0,0,84.08%,85.11%,0.00%,0.00%,42.30%,57.70%,1.69,2.31,2,1,0,14,84.59%,15.41%,0.00%,84.59%,60,120,0,0,,,,,2250,9360,12645,11835,2250,9360,12645,11835,706,973,980,1180,484,773,980,1180
876,7/10/17 15:53,15:53:45,0,0,0,0,0,0,0,0,84.08%,85.11%,0.00%,0.00%,42.30%,57.70%,1.69,2.31,2,1,0,14,84.59%,15.41%,0.00%,84.59%,75,135,0,0,,,,,2265,9375,12645,11835,2265,9375,12645,11835,706,973,980,1180,484,773,980,1180
877,7/10/17 15:54,15:54:00,0,0,0,0,0,0,0,0,83.67%,85.11%,0.00%,0.00%,42.19%,57.81%,1.69,2.31,2,1,0,14,84.39%,15.61%,0.00%,84.39%,90,150,0,0,,,,,2280,9390,12645,11835,2280,9390,12645,11835,739,973,980,1180,534,773,980,1180
878,7/10/17 15:54,15:54:15,0,0,0,0,0,0,0,0,83.67%,85.11%,0.00%,0.00%,42.19%,57.81%,1.69,2.31,2,1,0,14,84.39%,15.61%,0.00%,84.39%,105,165,0,0,,,,,2295,9405,12645,11835,2295,9405,12645,11835,739,973,980,1180,534,773,980,1180
879,7/10/17 15:54,15:54:30,0,0,0,0,0,0,0,0,83.67%,85.11%,0.00%,0.00%,42.19%,57.81%,1.69,2.31,2,1,0,14,84.39%,15.61%,0.00%,84.39%,120,180,0,0,,,,,2310,9420,12645,11835,2310,9420,12645,11835,739,973,980,1180,534,773,980,1180
880,7/10/17 15:54,15:54:45,0,0,0,0,0,0,0,0,84.49%,85.11%,0.00%,0.00%,42.40%,57.60%,1.7,2.3,2,1,0,14,84.80%,15.20%,0.00%,84.80%,135,195,0,0,,,,,2325,9435,12645,11835,2325,9435,12645,11835,739,973,980,1180,532,773,980,1180
881,7/10/17 15:55,15:55:00,0,0,0,0,1,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,14,85.11%,14.89%,0.00%,85.11%,0,210,0,0,135,,,,2325,9450,12645,11835,2325,9450,12645,11835,500,973,980,1180,500,773,980,1180
882,7/10/17 15:55,15:55:15,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,14,85.11%,14.89%,0.00%,85.11%,0,225,0,0,,,,,2325,9465,12645,11835,2325,9465,12645,11835,500,973,980,1180,500,773,980,1180
883,7/10/17 15:55,15:55:30,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,14,85.11%,14.89%,0.00%,85.11%,0,240,0,0,,,,,2325,9480,12645,11835,2325,9480,12645,11835,500,973,980,1180,500,773,980,1180
884,7/10/17 15:55,15:55:45,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,14,85.11%,14.89%,0.00%,85.11%,0,255,0,0,,,,,2325,9495,12645,11835,2325,9495,12645,11835,500,973,980,1180,500,773,980,1180
885,7/10/17 15:56,15:56:00,0,0,0,0,0,0,0,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,14,85.11%,14.89%,0.00%,85.11%,0,270,0,0,,,,,2325,9510,12645,11835,2325,9510,12645,11835,500,973,980,1180,500,773,980,1180
886,7/10/17 15:56,15:56:15,0,0,1,0,0,0,0,0,0.00%,100.00%,62.00%,0.00%,40.50%,59.50%,1.62,2.38,2,1,0,15,81.00%,19.00%,0.00%,81.00%,0,285,15,0,,,,,2325,9525,12660,11835,2325,9525,12660,11835,500,973,1104,1180,500,773,931,1180
887,7/10/17 15:56,15:56:30,0,0,0,0,0,0,0,0,0.00%,100.00%,56.00%,0.00%,39.00%,61.00%,1.56,2.44,2,1,0,15,78.00%,22.00%,0.00%,78.00%,0,300,30,0,,,,,2325,9540,12675,11835,2325,9540,12675,11835,500,973,1092,1180,500,773,915,1180
888,7/10/17 15:56,15:56:45,0,0,0,0,0,0,1,0,0.00%,85.11%,0.00%,0.00%,21.28%,78.72%,0.85,3.15,1,1,0,15,85.11%,14.89%,0.00%,85.11%,0,315,0,0,,,30,,2325,9555,12675,11835,2325,9555,12675,11835,500,973,980,1180,500,773,980,1180
